"alpha_base","gamma_active","gamma_car1","gamma_car2","gamma_car3plus","gamma_pubtransp","gamma_ridehail","delta_active","delta_car1","delta_car2","delta_car3plus","delta_pubtransp","delta_ridehail","logLike"
0.339746972956171,0.464550952180056,162.809295884187,250.039094605121,296.626929949222,20.6246466050081,11.2517109740404,1.25111588512435,1.5491239696763,0.477853421976457,-0.917602715993938,-0.573325973827836,-1.80099020114377,-107047.414456483
0.322405759348654,0.46727585104565,165.242886954599,250.97023654059,296.874040492149,17.1038112782402,11.1975528004954,1.24529920968805,1.55101541439248,0.47611568463981,-0.914724931975177,-0.576918180877316,-1.79461918235626,-106997.391427179
0.334813396891601,0.459553930966101,168.93593127692,252.430866886585,297.265008767453,13.4040183641805,10.4476941569154,1.24296958859113,1.54829677247673,0.472290719983356,-0.910008385046827,-0.58082629153372,-1.78653098797791,-106948.937859245
0.362166008583773,0.407810638394112,185.246829713199,259.038462708472,299.045179027736,7.43712142423255,6.9911779405685,1.23421624774771,1.53358190208576,0.446017632349044,-0.879512227171372,-0.598310950072926,-1.7498450486916,-106885.312737487
0.324566244954561,0.377487025973989,198.764644935974,264.554120152731,300.536348186655,12.2524794172743,5.75853424998554,1.22960636992325,1.52253740125863,0.420717571099676,-0.848713761016357,-0.620469758140616,-1.71752508660954,-106791.54411904
0.252816506630128,0.406293238750374,225.046580813437,275.662542991958,303.575816789016,14.8522770036036,13.256946174043,1.24440774914767,1.51517803609349,0.422866226129038,-0.850661410156787,-0.607204796249981,-1.73842895706803,-106650.151812095
0.17450425824671,0.477708532978064,292.985331154365,304.881887101221,311.634397768347,18.037525884563,15.117463047584,1.26723165398247,1.51163715113347,0.456781969653074,-0.888383096207054,-0.591583545743604,-1.76953380019568,-106379.83140401
-0.0877883248435737,0.570550603592028,447.49360387769,372.34460159876,330.43678588828,23.0183710388886,19.2187702226661,1.27227425069901,1.50089982769252,0.458101832241948,-0.88925426572826,-0.579038876533853,-1.77686099678042,-106000.911991833
-0.347527251600715,0.686999512723774,648.224257076113,461.160209171468,355.58993081896,27.7394488965168,22.1470444134119,1.27070722702936,1.49927991096894,0.453986436914464,-0.882240760583244,-0.591919751005608,-1.76381368287805,-105696.056439291
-0.657654397232991,0.835530997708294,943.816587587911,592.691875934757,393.314386743343,32.9761095080744,24.4545659265983,1.2704787152612,1.49477830685937,0.450588811448745,-0.878512078317685,-0.59500989266089,-1.75642941470696,-105417.707702028
-1.01434185805435,1.00964908659772,1347.18280858308,772.66531848844,445.4196130914,38.4870099717253,25.9648513297843,1.27191135471147,1.4918357312356,0.449334708071013,-0.877824661753024,-0.593632611063979,-1.75586232786149,-105183.770582609
-1.44138420162135,1.2125799818883,1892.17474411475,1016.13912417876,516.357742949613,44.385819139727,26.8124626762218,1.27176191516261,1.49007039995255,0.448705410686126,-0.877537958289632,-0.591500682251889,-1.75588252974989,-104991.477648917
-1.92931057152103,1.42851184805462,2574.10940051573,1321.00788994297,605.569163053395,50.2346398116145,27.0690609756592,1.26897036103315,1.48927052341894,0.448344940301058,-0.876630712651448,-0.589928415610267,-1.75458080286265,-104848.617790903
-2.39790977730576,1.61083481501533,3304.05023911,1647.55291975103,701.47954897255,54.7338191212141,26.6277382904099,1.26382492998348,1.48939583807507,0.448359113949571,-0.875060794908863,-0.589248755281216,-1.75199491648906,-104754.783225461
-2.78648612508987,1.72569776417884,4028.86541682516,1972.09166984942,797.212623858532,56.8872390388563,25.2936361434004,1.25867172685602,1.48985225965044,0.448383922054432,-0.873417408678023,-0.589313009680093,-1.74897697625707,-104680.458814009
-3.21076478277983,1.78584416928728,5041.68931224017,2426.02539365288,931.713874157155,56.4111125430534,22.3492789530555,1.25536600886543,1.48976875407018,0.447701257125276,-0.872208831693772,-0.589484579720839,-1.74598053372558,-104576.567276945
-3.7103643005865,1.74241266533609,6606.16696910878,3127.79002325778,1140.44706935562,51.0177776417278,17.5502057104879,1.25850663328819,1.48784540305236,0.445271000800498,-0.872787636706089,-0.588636932666331,-1.74497379563814,-104426.185148111
-4.2546769424924,1.607516410709,8515.56341670414,3984.56999739094,1395.74690182761,42.0101686532892,15.5683180603928,1.27117929201363,1.48348656346043,0.440959911070842,-0.875997157885987,-0.585266252493201,-1.74900242469915,-104289.578857322
-5.01145310382098,1.51791321562043,10747.9349938391,4985.89101401542,1693.70576678761,34.4980589189671,19.1480474914818,1.2869782240998,1.47889890697895,0.438081353351755,-0.881826090172179,-0.579038096285284,-1.75756395577389,-104193.789172034
-5.91005983269132,1.55707912887028,12941.2965429113,5969.12379976746,1985.54931327707,32.1249895286638,23.9581534896992,1.29175782147466,1.47810672967105,0.44030508360765,-0.887048012163677,-0.573695151787546,-1.76379861724211,-104136.246143815
-5.90996341193385,1.55632574944338,12941.2965431926,5969.12380092416,1985.54931663169,32.1252508903745,23.9582942572437,1.28174006789594,1.4856871627119,0.442007446279144,-0.886352553550341,-0.574092135485557,-1.76336213429106,-104135.184061628
-5.90985774966129,1.55647249059625,12941.2965434816,5969.12380212184,1985.54932010669,32.1255219142794,23.9584401247912,1.28051941662614,1.48442267787023,0.443427019989847,-0.88559263943573,-0.574268542797255,-1.76288007789117,-104135.121916175
-5.90927719227856,1.55770116694517,12941.2965450691,5969.12380866507,1985.54933911995,32.1270036767488,23.9592377403316,1.27966253381551,1.48371538042223,0.442011774747293,-0.883072420539111,-0.57590927395798,-1.76078013559739,-104135.083999357
-5.90594464921775,1.56036540321652,12941.2965542565,5969.12384654351,1985.54944904358,32.1355753137305,23.9638484741849,1.27969175584375,1.48390098474824,0.442799540212679,-0.886475765142894,-0.579255815362706,-1.75503278250602,-104135.06011438
-5.89693663238343,1.5608750982185,12941.2965791909,5969.1239493318,1985.54974736669,32.1588364528183,23.97635574268,1.27718345977856,1.48165980528548,0.439706676975249,-0.89068747081464,-0.574984980713039,-1.74724947120177,-104135.02406958
-5.79775049923953,1.54077281512245,12941.2968539905,5969.12508218003,1985.55303513252,32.4150152586656,24.1141254925443,1.27787670846019,1.48016423866347,0.43832862077365,-0.891368261248884,-0.580360811724301,-1.73901141608916,-104133.931929258
-3.56765174853558,1.55134449323917,12941.3030183189,5969.15049440638,1985.62678650715,38.1586674289767,27.2034757216016,1.28011003335891,1.48146082582306,0.442708261596705,-0.884065974720027,-0.577460856460847,-1.75709929983653,-104112.536074935
-3.42297442973361,1.54807230096702,12941.303312281,5969.15171065712,1985.63032116927,38.2334117237026,27.2756500589558,1.28017735404321,1.48146521583424,0.442719955030791,-0.883978918820775,-0.577678105841442,-1.75704741995364,-104112.067456029
-3.16068697436656,1.52426428304188,12941.3052972153,5969.15995385205,1985.65430473864,38.3415250132047,27.6004621696858,1.28067063865715,1.48190380245521,0.443040388227117,-0.883098603331412,-0.578630689899788,-1.75815581031763,-104109.581209495
-2.89826592897283,1.49200079980708,12941.3084859862,5969.17316620853,1985.69272095771,38.1718310035357,27.9023175358913,1.28111743015267,1.48222474840717,0.443184629980736,-0.882528336725663,-0.579630148407523,-1.75858288742419,-104106.611256985
-2.01765723561469,1.32386542062697,12941.3284308602,5969.2557668804,1985.93284712951,36.390918477758,29.1461703841263,1.28314749097581,1.48386253838886,0.443854102417637,-0.879847688274702,-0.584094524639969,-1.76107506846084,-104100.338122843
-2.13471917460522,1.30499718360354,12941.3316764737,5969.26916983496,1985.97178421282,36.2399912117136,29.4431844647017,1.28353955186332,1.48433274823773,0.444095772675647,-0.879126204291738,-0.584956585683165,-1.76205831901168,-104099.182675436
-2.17631648512307,1.33681081400457,12941.331701898,5969.269360224,1985.97237705461,35.014302119102,28.377132125355,1.28144793413957,1.48290247639589,0.443163000754443,-0.881771229800968,-0.58209941009451,-1.75784906598109,-104096.469356326
-2.01678835601969,1.3094238237425,12941.3428708601,5969.31572677509,1986.10727012322,32.633560176077,27.0997441724342,1.28049099993614,1.48219541596637,0.442702473710426,-0.883178623074066,-0.579708264347641,-1.75674475451321,-104094.364667416
-1.88288384807935,1.27585905085592,12941.3545543578,5969.3643046329,1986.24853337998,31.5322731223295,26.0121378367914,1.28046251776658,1.4822734401451,0.442831841875188,-0.883139437876203,-0.578699595104619,-1.75800243251621,-104093.626693866
-1.84393039593611,1.25703828847249,12941.3653456386,5969.40918566501,1986.37906243433,31.3699976039766,24.9375539938915,1.28060819912926,1.48244706712488,0.442988386816594,-0.882844514973783,-0.578627038398086,-1.75886686312285,-104093.186101861
-1.82274129035126,1.2502194399951,12941.3734169254,5969.44285344856,1986.47697200041,31.6504063899734,24.3645557507942,1.28067714745167,1.48251145778104,0.442994167385989,-0.882660384191115,-0.57934490168139,-1.75845681037821,-104093.076416993
-1.83995242084599,1.25461124932357,12941.3769647108,5969.4576333273,1986.51996174587,31.7975060324819,24.3301169136804,1.28066179749033,1.48248538101911,0.442958327657233,-0.882670840379116,-0.579574217784406,-1.75813922112178,-104093.065202541
-1.84132112839312,1.25578966635367,12941.3816184593,5969.47703109446,1986.57641860365,31.8358795980612,24.3408965422623,1.28065106942399,1.48246263295241,0.442936355649721,-0.882701510536421,-0.579620237604953,-1.75802187546862,-104093.061476601
-1.84302018114215,1.25708623885698,12941.395179836,5969.53346321609,1986.74057545038,31.8697526715696,24.3522379163984,1.28062960605048,1.48242542099099,0.442902555740836,-0.882752957523607,-0.579650270335182,-1.75792194166548,-104093.054737909
-1.84684802426184,1.25998984380734,12941.4542872311,5969.7796606487,1987.45682890748,31.9455164218957,24.3786128157211,1.28057211162795,1.48233329338577,0.442818324307672,-0.882878078587159,-0.579723433896805,-1.75770566957892,-104093.030865339
-1.8523685452567,1.26418286491554,12941.6099877585,5970.42801173059,1989.34304291023,32.0548470105964,24.4163395398191,1.28044123628979,1.48215444427038,0.442650674592961,-0.883105124503178,-0.579875380720335,-1.75744251319948,-104092.974850914
-1.86170595121538,1.27127515253475,12942.061596815,5972.30852053801,1994.81379261587,32.2398196466766,24.4797976878329,1.28009177259912,1.48172929868595,0.442243933713996,-0.883613270369635,-0.580256029890914,-1.75712926134174,-104092.822613219
-1.87646462724442,1.28249641975732,12943.2598792676,5977.29821896752,2009.32915818038,32.5324977960798,24.5791504075828,1.27920975301866,1.4807413797526,0.441283774481533,-0.884736311688759,-0.581176378175525,-1.75697174849842,-104092.435666753
-1.89953239084479,1.30008009752588,12946.3858828343,5990.31479400812,2047.19405360087,32.9913899973702,24.7325118254066,1.27698521801409,1.47838565697261,0.438968074125521,-0.887313639238606,-0.58343305678156,-1.75758970250679,-104091.455997386
-1.93281151558645,1.32561033071868,12954.1066938876,6022.46364475124,2140.71104427205,33.6582269649465,24.9483903793302,1.27159564322624,1.47288684200519,0.433518821988781,-0.893158919083292,-0.58880400772858,-1.76069715275704,-104089.093245247
-1.9747522572326,1.35785110695647,12971.941194831,6096.72468213105,2356.71935679417,34.5008119605358,25.2088687759665,1.25932131620127,1.46064212870344,0.421316146019699,-0.905899402899822,-0.600920138068315,-1.77020923031211,-104083.775078089
-1.97751747689121,1.34755298151063,12971.9411950722,6096.72468309869,2356.71935891851,34.5007423953961,25.2088614334193,1.25417327793318,1.46442692399516,0.422513136740627,-0.905388200869938,-0.600796884044822,-1.77067743317872,-104081.934862256
-1.98195610865955,1.33113898740975,12971.9411955532,6096.72468503572,2356.71936317103,34.5006048620571,25.2088474935505,1.25649267208731,1.46044025054879,0.423799035973337,-0.904450427349977,-0.600505123316455,-1.77152558738516,-104079.963108736
-1.98308453826451,1.32724842664712,12971.9411958913,6096.72468638918,2356.71936615,34.500512205862,25.2088395589993,1.25952673201443,1.46257328708217,0.420205631526509,-0.904750010648272,-0.601136497988782,-1.77216832235386,-104079.627830822
-1.9835056962372,1.32721331948244,12971.9411971179,6096.72469130897,2356.71937694808,34.5001858317982,25.2088147534452,1.26051172395465,1.46345554691654,0.421617975890444,-0.905601693264055,-0.601998742818988,-1.77373398831753,-104079.614419185
-1.98583490813324,1.32795191199025,12971.9412048703,6096.72472238104,2356.71944519734,34.4981311411632,25.2086602949121,1.26111228597807,1.4640953706911,0.422121677643905,-0.904515370014407,-0.598842911870158,-1.77972023680611,-104079.610461282
-1.98865150842077,1.32869986960094,12971.9412146491,6096.72476158275,2356.7195312989,34.4955442416299,25.2084706402281,1.2610991169761,1.46409505708411,0.422120508732602,-0.902616689659849,-0.59987856494917,-1.78056862638087,-104079.599844653
-2.05064884800978,1.3423699873214,12971.9414363808,6096.72565048952,2356.72148381228,34.4370165696821,25.2042272158236,1.26086100745627,1.4637502747365,0.421905726725544,-0.904929293693538,-0.599100944327356,-1.77823629266054,-104079.421814265
-1.99482859919454,1.29449588746628,12971.9446575523,6096.73856472398,2356.74985153079,33.6366275977931,25.1640490552165,1.26078109581568,1.46255151465406,0.422806825612831,-0.903597164447746,-0.599625621367336,-1.77866792125665,-104077.23402342
-1.96040149969149,1.28205038453917,12971.9493079887,6096.75726699247,2356.7909096104,32.9180821895504,25.1011398023378,1.26064054540205,1.46226056228932,0.42285573750736,-0.902985725018124,-0.600098888644695,-1.77839085593468,-104076.927391398
-1.90949074284694,1.27144877408107,12971.957303151,6096.78943235751,2356.86149930899,32.1694157896324,24.9506431292988,1.26052097807792,1.46221423888103,0.422783121676114,-0.902961579832122,-0.599965993437216,-1.77827698221776,-104076.7861981
-1.89805720282598,1.26991343478838,12971.9620410489,6096.80844741374,2356.90323179401,32.0985358418097,24.8432386504058,1.26053251009889,1.46228013359526,0.422728743535369,-0.903159081771621,-0.599774296870947,-1.7783077915672,-104076.773429693
-1.89161825310526,1.26907316150284,12971.9706152821,6096.84290085394,2356.97888725164,32.0824791383143,24.6840730249149,1.26055197783338,1.4623365208007,0.422701553004016,-0.903296929299892,-0.599637761204799,-1.77830937764461,-104076.764506144
-1.89029608010642,1.26862207131224,12971.9801260194,6096.8810933765,2357.06276259376,32.0915059778523,24.5730146550901,1.26054548679682,1.46232610088715,0.422700887996446,-0.903290716300022,-0.599662619132548,-1.77828775987361,-104076.760237881
-1.89052506433649,1.26827809573529,12971.9917501873,6096.92777105649,2357.16527845313,32.1029874651236,24.5107801307391,1.2605424690777,1.46230708152361,0.422722618661786,-0.903220878877229,-0.599726169097897,-1.77825080674282,-104076.757058257
-1.89126809486596,1.2678149840727,12972.0187982453,6097.03638627856,2357.40379785493,32.118790615586,24.4432060336402,1.26053857530299,1.46227808466061,0.422759964719986,-0.903103656855627,-0.599826386726875,-1.77819527865522,-104076.750917982
-1.89276015602306,1.26708274222426,12972.0954877335,6097.34434803572,2358.0800927893,32.145060671026,24.3425005059431,1.26054263347304,1.46224004310776,0.422834903377444,-0.90289218309882,-0.5999853573367,-1.77809217188949,-104076.73513626
-1.89557333897694,1.26597860190715,12972.3064406325,6098.19136446438,2359.94006429554,32.1891779668551,24.1879468963866,1.26059061523394,1.46221952434332,0.4229992063338,-0.90250464939224,-0.600203731894918,-1.77788337976129,-104076.694170279
-1.90110699506166,1.26441031107554,12972.8792110388,6100.49128456739,2364.9905210087,32.2660694041146,23.9496727664539,1.2607732139297,1.46229038126572,0.423371987625429,-0.901768060330413,-0.600456705742192,-1.77743968282514,-104076.586603115
-1.91273900587181,1.26252600759621,12974.4096457463,6106.63655308874,2378.48474583912,32.4058066013646,23.5942539344552,1.26136115136162,1.46269686049224,0.424268035514646,-0.900284714109596,-0.600577535778679,-1.77643183776591,-104076.304913146
-1.9391749512327,1.26144733471665,12978.4326295245,6122.7903494232,2413.95580170065,32.6730260102421,23.1056309547342,1.26304486265783,1.4640895403579,0.426439641117059,-0.897185771957894,-0.600030087201455,-1.7740897340308,-104075.571927451
-2.00588135615585,1.26586029580299,12988.9436521857,6164.99591098934,2506.63051067064,33.2315842866251,22.5508174730621,1.26771627171357,1.46829965948198,0.431848259626538,-0.890369485780676,-0.597140499809539,-1.76843621070703,-104073.670856335
-2.19447520061815,1.29360619221534,13015.9554750481,6273.45790212834,2744.7861109545,34.5321839992831,22.3371757337326,1.2801865613213,1.48007617316193,0.445235832399049,-0.875143944561645,-0.587210803331152,-1.75475852575243,-104068.730774782
-2.91264624361398,1.42826724268322,13099.9375757586,6610.67409912812,3485.21659469604,38.6355187016104,24.0468773626192,1.3200925349661,1.51883473233048,0.485585253391351,-0.833190548375901,-0.550644767772595,-1.71420909926342,-104053.643596729
-3.31133460979002,1.49169639388411,13152.0616462064,6819.96874873452,3944.76238088612,40.1773038309735,25.3386712675036,1.3452033085124,1.54407990543987,0.509885429767703,-0.810143246737329,-0.524699758231192,-1.69006549336673,-104046.213766544
-4.49269705368886,1.60001712250548,13385.6999142586,7758.09732404016,6004.58367646455,41.5085890174237,29.4601538550097,1.45714983743377,1.65895635305087,0.617856845002991,-0.710573822529999,-0.403327784133309,-1.58305605197768,-104021.514925262
-5.02951217140273,1.54624538990359,13610.2848632505,8659.86941405138,7984.56288137686,38.0591330073519,31.4132563455903,1.56363664473341,1.76771940490618,0.722408824164271,-0.610658630216877,-0.289941653091756,-1.47901455963466,-103998.003690846
-6.36505853192208,1.58439786256681,13984.3435464984,10161.8134884115,11282.3040237164,36.8869717153665,34.4756647124102,1.74049619008975,1.94317567732744,0.899420376656577,-0.430922049132306,-0.115498635398108,-1.30162086756263,-103980.319238318
-6.36501719982622,1.56995795750449,13984.3435476905,10161.8134904604,11282.3040243032,36.8872153866049,34.4754200353433,1.73396741860735,1.93945961643569,0.907051326496527,-0.426068689708728,-0.118554043995101,-1.3008049311984,-103980.137949303
-6.36492225139059,1.55134638887694,13984.3435497252,10161.8134939576,11282.3040253074,36.8876324797375,34.4750025351753,1.73798655088291,1.9388521214079,0.902801494761751,-0.421102814190065,-0.123454044447123,-1.30003260937973,-103979.837201606
-6.36490172621843,1.55084353328671,13984.3435499947,10161.8134944229,11282.304025441,36.8876887052285,34.4749471594018,1.73767876983509,1.93950996056846,0.902626102450514,-0.421366490993517,-0.123359085982652,-1.30003855546976,-103979.830871262
-6.364781833184,1.54975978857692,13984.3435514849,10161.8134969884,11282.3040261778,36.8879992401548,34.474641964152,1.73803270541765,1.93954055299502,0.902904044783517,-0.423025011462477,-0.122322573515692,-1.30007901438434,-103979.823659845
-6.29959457343446,1.55140598912908,13984.3443344492,10161.8148409835,11282.3044130242,37.0508100859834,34.3144427848621,1.73463667195057,1.9364394454513,0.897700216592264,-0.424186313077418,-0.119448126641518,-1.29008991018625,-103979.653727793
-6.02029977144901,1.5603545359579,13984.34768859,10161.8205985886,11282.3060702492,37.7481305972837,33.6281886586142,1.73777335739608,1.93891898360518,0.898836109704864,-0.438391677044389,-0.134418139941955,-1.26766119031491,-103979.388679774
-5.70194384356471,1.56781195004807,13984.3515108613,10161.8271598259,11282.3079587898,38.5423160634866,32.8462609151336,1.7418102333934,1.94261025747438,0.898332834538378,-0.436408138489778,-0.127278325898857,-1.28400321282248,-103978.288157105
-5.08180974923691,1.5584640932574,13984.3580330263,10161.8384007643,11282.3112047818,39.0503850166021,31.7389895339206,1.74120503344626,1.94227920862999,0.899106867608334,-0.427992599311202,-0.119891134510245,-1.2996541985671,-103977.028717019
-4.62079535778498,1.55296422366799,13984.3616846345,10161.8446918974,11282.313018056,39.1847833509229,31.1939565675149,1.74096073125665,1.94210359541355,0.89939217574107,-0.42595614629407,-0.118428618988418,-1.30302961699547,-103976.469706318
-4.1501018981896,1.54722027793911,13984.3653612632,10161.8510249769,11282.3148440088,39.3131184898235,30.6483133110231,1.74072151201741,1.94193196509878,0.899671698139057,-0.423938974003298,-0.116973245698778,-1.30638222704241,-103975.958398649
